name,size,location,best time to collect
Coral,86cm8mm,underwater,
Orange Flat Coral,88cm7mm,underwater,
Lime Flat Coral,66cm7mm,underwater,
Big Round Coral,1m1mm,underwater,
Round Coral,80cm5mm,underwater,
,,,
Lily Coral,74cm1mm,underwater,
Univalve Shell,18cm6mm,underwater,
Scallop Shell,20cm,underwater,
Pointy Shell,18cm1mm,underwater,
Seasnail Shell,17cm,underwater,
Big Clam,82cm4mm,underwater,
Triangle Shell,16cm2mm,underwater,
Seaweed,1m7cm,underwater,
,,,
Algae Ball,1m8cm9mm,underwater,
Squid,48cm4mm,underwater,
Sea Otter,1m12cm2mm,underwater,
Seal,1m83cm4mm,friends,
Penguin,1m26cm1mm,underwater,
Baby Turtle,19cm9mm,underwater,
Sea Turtle,50cm3mm,underwater,
Sea Turtle,2m73cm6mm,racetrack,
,,,
Octopus,53cm,underwater,
Mermaid,1m59cm7mm,underwater,
Merman,2m11cm5mm,friends afap,
Dolphin,4m8cm8mm,friends,
,,,
8i. Wings,,,
,,,
Wings,1m,school afap,
Quail Chick,8cm,alap1,
Chick,13cm6mm,cranes,
Ostrich Chick,60cm3mm,alap4,
Duckling,13cm6mm,cranes,
Sparrow,18cm7mm,alap2,
Pigeon,35cm7mm,alap2,
Crow,68cm8mm,friends afap,
,,,
Eagle,1m51cm1mm,alap5,
Ibis,1m4cm7mm,friends,
Ostrich,1m91cm4mm,friends,
Flamingo,1m55cm2mm,flowers,
Crane,1m47cm8mm,friends afap,
Parrot,25cm5mm,alap1,
Peacock,2m42cm1mm,friends,
Bird Man,2m9cm6mm,pandas,
,,,
Pink Origami Crane,17cm3mm,cranes,
Yellow Origami Crane,17cm3mm,cranes,
Green Origami Crane,17cm3mm,cranes,
Blue Origami Crane,17cm3mm,cranes,
Red Origami Crane,17cm3mm,cranes,
Purple Origami Crane,17cm3mm,cranes,
White Origami Crane,17cm3mm,cranes,
50 Origami Cranes,50cm,cranes,
,,,
Big Origami Crane,65cm,cranes,
King Origami Crane,80cm,cranes,
Weathercock,2m87cm1mm,sumo medium,
Paper Airplane,17cm3mm,"alap1, cranes",
Prop Plane,20m9cm4mm,alap4,
Blue Airplane,70m,clouds,
White Airplane,70m,clouds,
Airplane,100m51cm9mm,clouds,
,,,
8j. Animals,,,
,,,
Dung Beetle,13cm3mm,alap2,
Big Dung Beetle,22cm,alap2,
Giant Dung Beetle,37cm8mm,alap2,
Mosquito,2cm2mm,alap1,
Swallowtail,13cm3mm,"alap2, flowers",
White Butterfly,5cm4mm,alap1,
Yellow Swallowtail,10cm4mm,"alap1, flowers",
Purple Butterfly,9cm4mm,"alap2, under the table in the starting room",
,,,
Ladybug,3cm8mm,alap1,
Spider,20cm3mm,alap1,
Turtle,40cm8mm,underwater,
Giant Tortoise,1m86cm2mm,friends,
Mole,36cm8mm,"alap3, friends",
Frill-necked Lizard,68cm4mm,"alap2, friends",
Sloth,96cm2mm,flowers,
Deer,1m3cm7mm,"flowers, friends",
,,,
Pig,2m15cm,friends,
Camel,3m32cm1mm,friends,
Anteater,1m24cm6mm,friends,
Okapi,2m43cm6mm,friends,
Gorilla,2m58cm6mm,friends,
Kangaroo,2m28cm7mm,friends,
Zebra,2m96cm4mm,friends,
Donkey Statue,4m19cm4mm,friends,
,,,
Rhinoceros,3m93cm7mm,friends,
Hippopotamus,5m25cm8mm,friends,
Giraffe,6m61cm1mm,friends,
,,,
9a. Fantasy,,,
,,,
Angel,12cm3mm,tutorial,
Green,85cm2mm,flowers,
Yellow,85cm2mm,flowers,
Purple,85cm2mm,flowers,
Red,85cm2mm,flowers,
Blue,85cm2mm,flowers,
Orange,85cm2mm,flowers,
Greenish Yellow,85cm2mm,flowers,
,,,
Gold Axe,66cm6mm,flowers,
Silver Axe,66cm6mm,flowers,
God,1m63cm7mm,flowers,
Princess,1m69cm,"racetrack afap, leaning out of the pumpkin carriage",
Prince,1m85cm4mm,racetrack,
Witch,1m92cm,sweets house,
Fairy,41cm7mm,flowers,
Kappa,1m75cm4mm,sumo medium,
,,,
Centaur,2m57cm4mm,50 objects,
Pegasus,3m97cm6mm,racetrack,
Cowbear,7m77cm7mm,cowbear,
Phoenix,300m,alap5,
Flying Arabian Guy,2m83cm5mm,"sumo small, 50 objects, alap5",
Fairy Tale Fork,2m,sweets house,
Pumpkin Carriage,5m92cm3mm,alap4,
Cinderella's Castle,92m10cm8mm,alap5,
,,,
Underwater Castle,276m26cm8mm,"alap5, in a light blue circle in the ocean in the middle of a circle of rainbows",
Royal Rainbow,We are unsure...,"alap5, with flying king",
,,,
9b. Children,,,
,,,
Boy,1m27cm,school afap,
Junior,1m17cm5mm,school,
Spoiled Brat,1m27cm6mm,alap3,
Boy,1m25cm3mm,school afap,
Naughty Boy,1m38cm4mm,school,
Young Monk,1m41cm8mm,friends afap,
Running Boy,1m60cm8mm,sumo small,
Matsuo Hoshino,1m10cm4mm,sweets house,
,,,
Precious,1m2cm1mm,school,
Girl,1m37cm5mm,school,
Girl,1m28cm,school,
Girl,1m12cm2mm,school afap,
Michiru Hoshino,1m5cm4mm,sweets house,
Tadpole,5cm,underwater,
P.E. Boy,1m31cm3mm,alap3,
P.E. Girl,1m21cm2mm,alap3,
,,,
P.E. Boy,1m31cm3mm,underwater,
P.E. Girl,1m21cm2mm,underwater,
Sitting Guy,1m18cm5mm,school,
Sitting Girl,1m16cm7mm,school,
Sitting Student,1m18cm2mm,school,
Sitting Student,1m26cm5mm,school,
Relaxing Boy,1m42cm1mm,snow,
Relaxing Girl,1m24cm4mm,school,
,,,
Inner Tube Kid,1m30cm,racetrack,
Kickboard Boy,1m30cm,underwater,
Backstroke Boy,1m18cm7mm,racetrack,
Watermelon Boy,1m30cm,"alap4, beach",
Swimwear Boy,1m18cm7mm,friends,
Dangling Boy,1m38cm1mm,school afap,
Hula Hoop Girl,1m31cm7mm,alap4,
Skipping Girl,1m2cm,just right medium,
,,,
Pogo Boy,1m27cm1mm,"just right medium, hallway (random)",
RC Boy,1m11cm1mm,school afap,
Kite Boy,1m41cm3mm,alap5,
Bug Collector,1m48cm7mm,alap4,
Cafeteria Helper,1m27cm4mm,school,
,,,
9c. Teenagers,,,
,,,
Schoolgirl,1m38cm,alap3,
Female Student,1m58cm6mm,school,
Female Student,1m47cm7mm,school afap,
Tall Schoolgirl,1m65cm8mm,school,
Summer Schoolgirl,1m39cm7mm,school,
Summer Skinny,1m54cm1mm,school afap,
Short Schoolboy,1m25cm,school,
Short Student,1m23cm7mm,school afap,
,,,
Schoolboy,1m55cm5mm,alap3,
Bright Student,1m51cm4mm,school afap,
School Captain,1m50cm4mm,school,
Fat Schoolboy,1m85cm,school afap,
Tall Schoolboy,1m75cm3mm,school afap,
Tall Student,1m95cm7mm,school afap,
Gang Leader,2m12cm6mm,school,
Summer Dude,1m50cm6mm,school,
,,,
Sitting Girl,1m45cm3mm,school,
Perfect Girl,1m46cm3mm,school,
Geek Boy,1m50cm4mm,school,
Sitting Boy,1m55cm7mm,school,
Crouching Student,1m59cm2mm,school,
Sleeping Student,1m56cm9mm,school,
Relaxing Nice Guy,1m65cm2mm,alap3,
Relaxing Lady,1m57cm2mm,alap3,
,,,
Advanced Tadpole,5cm4mm,"alap2, around the ladle",
Sweet Couple,2m53cm2mm,alap3,
Reversed Couple,2m28cm7mm,snow,
American Couple,2m73cm1mm,alap5,
Swimsuit Guy,1m57cm,alap3,
Swimsuit Girl,1m47cm6mm,alap3,
Swimming Guy,1m57cm,alap3,
Swimming Girl,1m47cm6mm,alap3,
,,,
Blue Girl,1m50cm2mm,sumo small,
Yellow Girl,1m50cm2mm,sumo large,
Pink Girl,1m50cm2mm,snow,
Punk,1m75cm5mm,school,
Playful Punk,1m75cm5mm,racetrack,
Double Punks,2m22cm2mm,racetrack,
Gymnastic Girl,1m50cm5mm,alap3,
Box Man,2m44cm,alap5,
,,,
Human Wheel,1m55cm5mm,alap3,
Super Human Wheel,1m60cm2mm,alap3,
Dangling Girl,1m55cm7mm,racetrack,
Brothers,2m4cm7mm,alap4,
PE Boy,3m3cm,alap3,
Ball Race,4m4mm,alap4,
Lazy Student,1m61cm4mm,50 objects,
Boy Scout,1m42cm8mm,50 objects,
,,,
Janitor,1m64cm,school afap,
Push Cart,2m24cm6mm,racetrack,
,,,
9d. Adults,,,
,,,
Grandpa,1m57cm1mm,sumo small,
Great Grandpa,1m80cm,alap3,
Great Great Grandpa,1m57cm1mm,sumo medium,
Great Great Great Grandpa,1m80cm,racetrack,
Grandma,1m57cm,alap3,
Nice Guy,1m60cm7mm,school,
Big Guy,1m64cm8mm,friends,
Cranky Guy,1m88cm5mm,racetrack,
,,,
Sensible Guy,1m64cm8mm,alap4,
Shy Guy,1m88cm5mm,snow,
Towel Guy,1m67cm3mm,snow,
Candidate,1m82cm1mm,sumo small,
Tomio Hoshino,1m91cm,sumo small,
Mizue Hoshino,1m55cm5mm,friends,
Housewife,1m58cm7mm,just right medium,
Madam,1m58cm7mm,alap3,
,,,
Busy Momma,2m2mm,friends,
Loud Momma,2m2mm,sumo small,
Shopper,1m37cm4mm,alap3,
Chubby Housewife,1m76cm,alap3,
Mama-san,1m57cm4mm,sumo small,
Groom,1m68cm,pandas,
Bride,1m76cm2mm,pandas,
Dandy Guy,1m42cm8mm,pandas,
,,,
Relaxing Dude,1m66cm,friends,
Relaxing Cool Dude,1m65cm2mm,underwater,
Man,1m65cm4mm,cowbear,
Skinny Guy,1m65cm8mm,cowbear,
American Guy,2m37cm1mm,sumo small,
Native American,1m85cm8mm,racetrack,
Chinese Man,1m67cm1mm,sumo small,
Gentleman,1m81cm,pandas,
,,,
Parisienne,1m75cm7mm,"alap4, at the wedding",
Indian Man,1m82cm3mm,sumo large,
Inuit Man,1m95cm5mm,snow,
Snowmobile Rider,1m64cm5mm,snow,
Big Man,2m18cm3mm,sumo large,
Diver,1m66cm6mm,underwater,
Fisherman,1m66cm6mm,friends,
Chubby Fisherman,1m88cm8mm,sumo medium,
,,,
Alpinist,2m6cm5mm,50 objects,
Mountain Man,1m90cm1mm,50 objects,
Happy Camper,1m92cm5mm,50 objects,
Sleeping Bag Man,1m78cm2mm,friends,
Dangling Man,1m80cm4mm,alap3,
Invisible Man,1m84cm3mm,sumo large,
Long-legged Man,2m21cm4mm,pandas,
Long-armed Man,1m74cm6mm,pandas,
,,,
Long-faced Man,2m18cm6mm,racetrack,
Piggybackers,1m98cm5mm,50 objects,
Tri-Piggybackers,3m21cm2mm,cowbear,
Human Tower,4m17cm1mm,alap4,
,,,
9e. Workers,,,
,,,
Businessman,1m80cm9mm,alap3,
Tall Businessman,1m96cm1mm,sumo small,
Salesman,1m80cm9mm,alap3,
Fat Businessman,2m10cm1mm,school,
Tall Businessman,1m96cm1mm,sumo medium,
Nurse,1m57cm1mm,school afap,
Waitress,1m63cm6mm,alap3,
Priestess,1m73cm2mm,"alap4, on the bridge by the shrine",
,,,
Ant,1cm5mm,alap1,
Utility Worker,1m99cm8mm,racetrack,
DIY Dad,1m78cm1mm,alap5,
Chief Driller,1m94cm8mm,alap3,
Construction Guy,1m79cm4mm,school,
Construction Worker,2m28cm4mm,alap3,
Abalone Diver,1m64cm4mm,sumo small,
Old Salt,1m79cm1mm,"alap3, in the pool",
,,,
Takoyaki Man,1m78cm1mm,alap3,
Delivery Guy,1m60cm,alap3,
Part-Timer,1m56cm3mm,alap3,
Music Store Owner,1m69cm7mm,alap3,
Electronic Store Owner,1m71cm1mm,alap3,
Lumberjack,1m89cm3mm,alap3,
Gas Station Worker,1m77cm4mm,racetrack,
Trolley,3m21cm6mm,racetrack,
,,,
Maintenance Man,1m72cm4mm,school afap,
Zookeeper,1m71cm9mm,friends,
Animal Keeper,1m64cm9mm,friends afap,
Relaxing Animal Keeper,1m66cm7mm,friends afap,
Tomio Hoshino,1m84cm3mm,"just right medium, bathroom (random)",
,,,
9f. Professionals,,,
,,,
Chef,2m2mm,snow,
Fortune-teller,1m57cm5mm,sumo small,
Matador,1m93cm,friends afap,
Fireman,1m80cm1mm,"afap5, at the ferris wheel",
Clown,2m42cm4mm,50 objects,
Station Worker,1m74cm7mm,alap3,
Sumo Referee,1m75cm5mm,sumo small,
Rickshaw Man,1m76cm4mm,snow,
,,,
"""Mother"" Nature",1m74cm3mm,friends,
Rabbit-Man,2m10cm3mm,cowbear,
Bear-Man,2m3cm3mm,friends,
Cow-Man,2m7cm3mm,"cowbear, friends, random, school afap, random",
Elephant Man,2m10cm7mm,friends,
Fish Man,2m5cm3mm,"friends, random, school afap, random",
Pig Man,2m5cm8mm,cowbear,
Horse Man,2m27cm9mm,friends,
,,,
P.E Teacher,1m82cm4mm,alap3,
Teacher,1m57cm4mm,school,
Veteran Teacher,1m78cm3mm,school,
Relaxed Teacher,1m62cm3mm,alap3,
Assistant Principal,1m65cm5mm,school,
Principal,1m75cm2mm,school,
Hula Dancer,1m62cm4mm,racetrack,
Ballerina,1m87cm,snow,
,,,
Rubber Man Boss,1m81cm5mm,snow,
Rubber Man,1m74cm5mm,racetrack,
Rubber Girl,1m71cm5mm,alap3,
Astronaut,2m5cm5mm,underwater,
Conductor,1m85cm6mm,alap4,
Flagman,1m84cm8mm,racetrack,
Race Queen,1m61cm7mm,racetrack,
Cameraman,1m74cm1mm,alap3,
,,,
Jungle Man,2m30cm7mm,racetrack,
Old Master,1m70cm8mm,pandas,
Santa Claus,2m1mm,sumo small,
Relaxing Santa,2m1mm,snow,
God of Rain,533m33cm3mm,clouds,
God of Wind,602m22cm2mm,clouds,
Thunder God,656m56cm5mm,clouds,
,,,
9g. Fans,,,
,,,
Soccer Kid,1m82cm4mm,credits,
Rainbow Girl,1m15cm4mm,credits,
Lazybones,1m90cm4mm,credits,
Grandpa,1m81cm7mm,credits,
Grandma,1m66cm8mm,credits,
Bird & Elephant,8m75cm2mm,credits,
Dog,1m8mm,credits,
Ikebana Teacher,1m68cm4mm,credits,
,,,
Substitute Teacher,1m72cm9mm,credits,
F1 Racer,2m13cm4mm,credits,
Rain Coat Girl,1m27cm4mm,credits,
Dr. Katamari,86cm7mm,credits,
Crane Hat Boy,1m32cm4mm,credits,
Just-right Girl,1m31cm,credits,
Cowbear Farmer,1m87cm4mm,credits,
Excited Baby,62cm4mm,credits,
,,,
Fussy Mom,1m75cm1mm,credits,
Fund-raiser,1m77cm4mm,credits,
Hansel & Gretel,1m92cm7mm,"sweets house, unmissable (need them to end)","sweets house, unmissable"
Floatee Boy,1m39cm8mm,credits,
Camper Boy,1m52cm8mm,credits,
Mini-Sumo,1m4mm,credits,
Snow Child,1m5cm4mm,credits,
Nerd Boy,1m50cm,"fireflies, unmissable (need him to end)","fireflies, unmissable"
,,,
Battle Uncles,2m32cm5mm,credits,
Tomio Hoshino,1m84cm3mm,credits,
Matsuo Hoshino,1m20cm4mm,credits,
Michiru Hoshino,1m15cm4mm,credits,
,,,
9h. Cousins,,,
,,,
Ace,We are unsure...,tutorial,unmissable (need to get it to finish the level the first time)
Lalala,We are unsure...,snow,
Nik,We are unsure...,sumo small,
Johnson,We are unsure...,alap3,
Velvet,We are unsure...,"alap4, after getting foomin and miki",
Fujio,We are unsure...,"clouds, after getting june",
Havana,We are unsure...,alap2 (after getting can-can),
Peso,We are unsure...,just right medium,
,,,
Shikao,We are unsure...,alap5,
Odeko,We are unsure...,racetrack,
Honey,We are unsure...,sweets house,
Marny,We are unsure...,underwater,
Kuro,We are unsure...,"alap3, after getting johnson and twinkle",
Foomin,We are unsure...,alap4,
June,We are unsure...,clouds,
Ichigo,We are unsure...,flowers,
,,,
Marcy,We are unsure...,just right small,
Colombo,We are unsure...,friends afap,
Dipp,We are unsure...,"fireflies, on top of the hill",
Opeo,We are unsure...,"cranes, in the bathroom on the bed",
Nickel,We are unsure...,"racetrack, after getting odeko and shy",
Jungle,We are unsure...,50 objects,
Miso,We are unsure...,school,
Twinkle,We are unsure...,"alap3, after getting johnson",
,,,
Huey,We are unsure...,school afap,
Nutsuo,We are unsure...,"alap5, after getting shikao and lucha",
Beyond,We are unsure...,friends,
Kinoko,We are unsure...,campfire small,
Macho,We are unsure...,alap1,
L'Amour,We are unsure...,cleaning,
Daisy,We are unsure...,cowbear,
Lucha,We are unsure...,"alap5, after getting shikao",
,,,
Miki,We are unsure...,"alap4, after getting foomin",
Odeon,We are unsure...,pandas,
Can-Can,We are unsure...,alap2,
Shy,We are unsure...,"racetrack, after getting odeko",
Slip,We are unsure...,"tutorial, must be playing as ace",
Drooby,We are unsure...,"alap5, after getting shikao, lucha, and nutsuo",
Signolo,We are unsure...,just right large,
,,,
9i. Royal,,,
,,,
The Prince,We are unsure...,"alap1, must not be playing as the prince",
The Queen,We are unsure...,"alap5, after getting the king",
The King Of All Cosmos,We are unsure...,alap5,
,,,
9j. Strange,,,
,,,
na,92cm5mm,title screen,
m,80cm7mm,title screen,
co,95cm4mm,title screen,
Registered Trademark,53cm7mm,title screen,
Cube,5cm,tutorial,
Crystal,8cm,tutorial,
Pyramid,5cm,tutorial,
Ninja Spike,8cm,tutorial,
,,,
Ball,5cm,tutorial,
Ring,5cm,tutorial,
Big Sphere,15cm,tutorial,
Big Square,12cm,tutorial,
Big Triangle,10cm,tutorial,
Big Ball,10cm,tutorial,
Big Ring,10cm,tutorial,
Snowman (Mini-circle),28cm4mm,"snow, by the igloo (small so will prob despawn fast)",
,,,
Small Ball,87cm5mm,snow,
Big Ball,2m33cm,snow,
Snowman (Mini-triangle),36cm5mm,snow,
Cone,1m16cm7mm,snow,
Big Cone,2m97cm8mm,snow,
Snowman (Mini-projection),37cm6mm,snow,
Projection,1m25cm6mm,snow,
Big Projection,3m22cm8mm,snow,
,,,
Short 'n Green,39cm4mm,snow,
Long 'n Thin,1m76cm1mm,snow,
Big 'n Long,3m80cm3mm,snow,
,,,
10a. Space,,,
,,,
Sun,We can't really say...,roll up the sun,
Planet,We can't really say...,roll up the sun,
Uranus,We can't really say...,roll up the sun,
Satellite,We can't really say...,roll up the sun,
Neptune,We can't really say...,roll up the sun,
Satellite,We can't really say...,roll up the sun,
Pluto,We can't really say...,roll up the sun,
Satellite,We can't really say...,roll up the sun,
,,,
Jupiter,We can't really say...,roll up the sun,
Satellite,We can't really say...,roll up the sun,
Big Bang,We can't really say...,roll up the sun,
Small Bang,We can't really say...,roll up the sun,
Planet,We can't really say...,roll up the sun,
Satellite,We can't really say...,roll up the sun,
Planet,We can't really say...,roll up the sun,
Satellite,We can't really say...,roll up the sun,
,,,
Planet,We can't really say...,roll up the sun,
Satellite,We can't really say...,roll up the sun,
Planet,We can't really say...,roll up the sun,
Planet,We can't really say...,roll up the sun,
Satellite,We can't really say...,roll up the sun,
Saturn,We can't really say...,roll up the sun,
Satellite,We can't really say...,roll up the sun,
Satellite,We can't really say...,roll up the sun,
,,,
Nebula,We can't really say...,roll up the sun,
Planet,We can't really say...,roll up the sun,
Planet,We can't really say...,roll up the sun,
Planet,We can't really say...,roll up the sun,
Planet,We can't really say...,roll up the sun,
Satellite,We can't really say...,roll up the sun,
Mercury,We can't really say...,roll up the sun,
Satellite,We can't really say...,roll up the sun,
,,,
Venus,We can't really say...,roll up the sun,
Mars,We can't really say...,roll up the sun,
Satellite,We can't really say...,roll up the sun,
Satellite,We can't really say...,roll up the sun,
Planet,We can't really say...,roll up the sun,
Satellite,We can't really say...,roll up the sun,
Satellite,We can't really say...,roll up the sun,
Planet,We can't really say...,roll up the sun,
,,,
Sirius,We can't really say...,roll up the sun,
Planet,We can't really say...,roll up the sun,
Planet,We can't really say...,roll up the sun,
Nebula,We can't really say...,roll up the sun,
Meteor,We can't really say...,roll up the sun,
Meteor,We can't really say...,roll up the sun,
Meteor,We can't really say...,roll up the sun,
Meteor,We can't really say...,roll up the sun,
,,,
Meteor,We can't really say...,roll up the sun,
Meteor,We can't really say...,roll up the sun,
Meteor,We can't really say...,roll up the sun,
Meteor,We can't really say...,roll up the sun,
Meteor,We can't really say...,roll up the sun,
Meteor,We can't really say...,roll up the sun,
Black Hole,We can't really say...,roll up the sun,
White Hole,We can't really say...,roll up the sun,
,,,
Stardust,We can't really say...,roll up the sun,
Shining Stars,We can't really say...,roll up the sun,
Bright Shining Stars,We can't really say...,roll up the sun,
Vega,We can't really say...,roll up the sun,
Altair,We can't really say...,roll up the sun,
Big Dipper,We can't really say...,roll up the sun,
Cassiopeia,We can't really say...,roll up the sun,
Orion,We can't really say...,roll up the sun,
,,,
UFO,We can't really say...,roll up the sun,
Space Station,We can't really say...,roll up the sun,
Meteor,We can't really say...,countries,
Mushroom Meteor,We can't really say...,countries,
Spiky Meteor,We can't really say...,countries,
,,,
10b. Katamari Damacy Stars,,,
,,,
Planet Prince,We can't really say...,"roll up the sun, after loading a kd save",
Space Mushroom,We can't really say...,"roll up the sun, after loading a kd save",
Star,We can't really say...,"roll up the sun, after loading a kd save",
Star,We can't really say...,"roll up the sun, after loading a kd save",
Star,We can't really say...,"roll up the sun, after loading a kd save",
Star,We can't really say...,"roll up the sun, after loading a kd save",
Star,We can't really say...,"roll up the sun, after loading a kd save",
Star,We can't really say...,"roll up the sun, after loading a kd save",
,,,
Star,We can't really say...,"roll up the sun, after loading a kd save",
Star,We can't really say...,"roll up the sun, after loading a kd save",
Star,We can't really say...,"roll up the sun, after loading a kd save",
The Moon,We can't really say...,"roll up the sun, after loading a kd save",
Cancer,We can't really say...,"roll up the sun, after loading a kd save",
Cygnus,We can't really say...,"roll up the sun, after loading a kd save",
Corona Borealis,We can't really say...,"roll up the sun, after loading a kd save",
Pisces,We can't really say...,"roll up the sun, after loading a kd save",
,,,
Virgo,We can't really say...,"roll up the sun, after loading a kd save",
Ursa Major,We can't really say...,"roll up the sun, after loading a kd save",
Gemini,We can't really say...,"roll up the sun, after loading a kd save",
Taurus,We can't really say...,"roll up the sun, after loading a kd save",
North Star,We can't really say...,"roll up the sun, after loading a kd save",
Star,We can't really say...,"roll up the sun, after loading a kd save",
Star,We can't really say...,"roll up the sun, after loading a kd save",
Star,We can't really say...,"roll up the sun, after loading a kd save",
,,,
Unlisted:,,,
,,,
Bulletin Board Note,,school,
Train Carriage,,"afap4, train tracks",
note: idk if u need these or not,,,
