TEXT_ID,SPEAKER,JAPANESE,ENGLISH,FRENCH,GERMAN,ITALIAN,SPANISH
KG_C_ET3_005,王様,ソンナコトヨリ王様テレビ見タイ。,"But anyway, We want to watch\nTV instead.","Bref, Nous préférons plutôt\nregarder la télévision.","Egal, wir wollen\netwas fernsehen.","Comunque sia, preferiamo\nguardare la TV.","En cualquier caso, preferimos ver\nla tele."
KG_C_ET3_006,王様,ソンナコトヨリ王様アソビタイ。,"But anyway, We'd rather go play.","Bref, Nous préférerions jouer.","Egal, wir wollen lieber spielen.","Comunque sia, preferiremmo giocare.","En cualquier caso, preferiríamos salir\na jugar."
KG_C_ET3_007,王様,ソンナコトヨリ王様ハシャギタイ。,"But anyway, We want to\nhave some fun.","Bref, Nous voulons\nNous amuser.","Egal, wir wollen einfach\nSpaß haben.","Comunque sia, vogliamo\ndivertirci.","En cualquier caso, queremos divertirnos\nun poco."
KG_C_ET3_008,王様,王様、{^5}体キタエヨウカト思ッテ。,"So,{^5} We've been thinking\nabout working out.","Alors,{^5} Nous avons pensé )\naller Nous entraîner.","Wir haben daran gedacht,{^5}\nSport zu treiben.",E...{^5} stavamo pensando\ndi fare palestra.,¿Sabes?{^5} Hemos estado pensando\nen hacer ejercicio.
KG_C_ET3_009,王様,王様、{^5}５００時間ネチャッタ。,"So,{^5} We managed to\nsleep for 500 hours.","Alors,{^5} Nous avons\ndormi 500 heures.","Wir haben es geschafft,{^5}\n500 Stunden lang zu schlafen.",E...{^5} siamo riusciti a\ndormire per 500 ore.,¿Sabes?{^5} Hemos logrado\ndormir 500 horas.
KG_C_ET3_010,王様,王様、{^5}ヨダレガトマラナイ。,Our mouth is watering.,Nous avons l'eau à la bouche.,Uns läuft das Wasser im Mund zusammen.,Abbiamo l'acquolina.,Se nos hace la boca agua.
KG_C_ET3_011,王様,王様、{^5}キュント感ジタネ。,We were definitely moved.,Nous étions vraiment touchés.,Wir waren ganz gerührt.,Eravamo sinceramente commossi.,Estamos muy emocionados.
KG_C_ET3_012,王様,ア、{^6}エースダ。,"Oh,{^6} it's Ace.","Oh,{^6} c'est Ace.","Schau, {^6}da ist Ace.","Oh,{^6} ecco Ace.","Anda, {^6}es Ace."
KG_C_ET3_013,王様,ソノ、ナマエ。\nジイシキカジョウ ダヨ。,"Really, that name...\nA little full of yourself, don't you think?","Vraiment, ce nom...\nVous êtes un peu imbu de vous-même, non ?","Also wirklich, dieser Name.\nEin kleines bisschen arrogant, findest du nicht?",Che razza di nome...\nNon ti sembra troppo pomposo?,"En serio, ese nombre...\nPeca un poco de vanidoso, ¿no crees?"
KG_C_ET3_014,王様,気持チワルイ。,How disturbing.,C'est troublant.,Wie merkwürdig.,Decisamente inquietante.,Inquietante.
KG_C_GMN_001,王様,ウワ、{^4}ソックリー。,"Eek,{^7} identical!","Ouah,{^7} ils sont vraiment identiques !",Ahh! {^7}Total identisch!,"Oooh,{^7} è identico!","¡Ay,{^7} si son iguales!"
KG_C_GMN_002,王様,ヤバーイ、{^4}\n{#2}フシギー{#0}。,Mind-bending!{^4}\nUncanny!,C'est compliqué !{^4}\nC'est étrange !,Verblüffend.{^4}\nSehr unheimlich!,Incredibile!{^4}\nInimmaginabile!,¡Impresionante!{^4}\n¡Insólito!
KG_C_GMN_003,王様,ソウイエバ、{^5}\n王子ハ {#4}フタゴ{#0} ジャナイノ？,"Come to think of it,{^5}\ndidn't you have a {#2}twin{#0}?","Maintenant que j'y pense,{^5}\nn'aviez-vous pas un {#2}jumeau{#0} ?","Wo wir gerade davon reden,{^5}\nhattest du nicht einen {#2}Zwilling{#0}?","Pensandoci bene,{^5}\ntu non avevi un {#2}gemello{#0}?","Ahora que lo pienso,{^5}\n¿no tenías un {#2}gemelo{#0}?"
KG_C_GMN_004,王様,エーーー、ヤッパリチガウノ？\nツマラナイ。全然サプライズガ無イ。,"Really?{^3} So not true?\nWell, that's boring.\nNo surprises there at all.","Vraiment ?{^3} Alors ce n'est pas vrai ?\nBon, c'est dommage.\nIl n'y aura aucune surprise.",Wirklich? {^3}Es stimmt also nicht?\nWie öde.\nWo bleibt dann die Überraschung?,"Davvero?{^3} Non è così?\nBeh, che delusione.\nMai una sorpresa.","¿En serio?{^3} ¿Que no?\nVaya, qué aburrido.\nNo eres una caja de sorpresas."
KG_C_GMN_005,王様,マァ、{^6}王子ノダメサ加減ハトモカク・・・,"Well, your deficiencies aside,","Bien, dans tous les cas,",Doch genug von deinen Missständen.,Prova a superare le tue mancanze,"Bueno, deficiencias aparte,"
KG_C_GMN_006,王様,トニカク{^4}{#2}イッパイ{#0}巻キコンデ、\nフタゴ塊ニスレバスルホド、,get as many {#2}twins{#0} as you can and make\nas twin-packed a katamari as you can,rassemblez le plus de {#2}jumeaux{#0} possible pour que\nle katamari en soit recouvert et pour,"Schnapp dir so viele {#2}Zwillinge{#0}, wie du kannst, und\nbastel daraus einen großartigen Doppelgänger-Katamari.","prendendo più {#2}gemelli{#0} che puoi e crea\nun katamari più gemelloso possibile,",arrolla todos los {#2}gemelos{#0} que puedas\npara añadirlos a tu katamari.
KG_C_GMN_007,王様,夜空デハ美シイ星座ニナルハズ。{^6}\n{#4}素敵ワンダー{#0} ナ星空ニナルハズ。,for a beautiful constellation.\nFor a {#4}super fab wonderful{#0} sky.,faire une magnifique constellation.\nPour un ciel {#4}vraiment merveilleux{#0}.,Das wird ein wundervolles Sternbild\nin einem {#4}fabulösen{#0} Himmel.,degno di una costellazione\nin un cielo {#4}super mega favoloso{#0}.,"Así crearemos una preciosa constelación,\ny con ella, un cielo {#4}maravilloso{#0}."
KG_C_GMN_008,王様,フタゴトイウコトデ、{^5}\n２バイノ{$r}{#2}{$t}{#0}テイドデヨロシク。,"Since it's all about {#2}twins{#0}, you'll \nhave {$r}{#2}{$t}{#0}, double the usual.","Puisqu'on parle de {#2}jumeaux{#0}, vous \naurez {$r}{#2}{$t}{#0}, deux fois plus de temps.",Es geht doch nur um die {#2}Zwillinge{#0}.\nDeshalb brauchst du {$r}{#2}{$t}{#0} im üblichen Doppelpack.,"Dato che ci servono tanti {#2}gemelli{#0}, avrai\n{$r}{#2}{$t}{#0}. Il doppio del normale.","Como se trata de {#2}gemelos{#0}, dispondrás\nde {$r}{#2}{$t}{#0}, el doble de lo habitual."
KG_C_GMN_009,王様,タノシミニシテルゾ、{^4}\nサミシンボ息子ヨ・・・,"We look forward to the result,\nsolitary Prince...","Nous avons hâte de voir le résultat,\nPrince solitaire...","Wir freuen uns schon auf das Ergebnis,\neinsamer Prinz.","Ci aspettiamo un buon risultato,\nPrincipe solitario...","Quedamos a la espera del resultado,\nPríncipe solitario..."
KG_C_GMN_010,王様,ヤッパリ{#2}フシギ{#0}ダネ。,It's still a {#2}mystery{#0}.,C'est quand même un {#2}mystère{#0}.,Es bleibt ein {#2}Mysterium{#0}.,È ancora un {#2}mistero{#0}.,Sigue siendo un {#2}misterio{#0}.
KG_C_GMN_011,王様,フカカイデス。\nワンダーダヨネ。,Beyond comprehension.\nA thing of wonder.,Qui va au-delà de la compréhension.\nUne chose merveilleuse.,Unverständlich.\nEin Wunder.,Va oltre ogni comprensione.\nAvvolto nell'oscurità.,Trasciende a toda comprensión.\nEs una maravilla.
KG_C_GMN_012,王様,フシギ {#2}レ{#4}イ{#2}ン{#4}ボ{#2}ー{#0} デモドリマショウ。,We'll take the mystery {#7}R{#2}a{#3}i{#4}n{#1}b{#6}o{#3}w{#4}{#0} back.,Reprenons le mystérieux {#7}Ar{#2}c-{#3}e{#4}n-{#1}c{#6}i{#3}el{#4}{#0}.,Holen wir uns den mysteriösen {#7}Re{#2}g{#3}en{#4}b{#1}o{#6}g{#3}en{#4}{#0} zurück.,Rientriamo con un misterioso {#7}A{#2}r{#3}c{#4}o{#1}b{#6}a{#3}l{#4}e{#0}n{#7}o{#2}.,Tomaremos el misterioso {#7}a{#2}r{#3}c{#4}o{#1}í{#6}r{#3}is{#4}{#0} de vuelta.
KG_C_GMN_013,王様,ソイツラチガウヨ。\n前ガセンパイ後ロガコウハイ。,Those guys don't count as {#2}twins{#0}.\nThe one in front is in charge.,Ceux-là ne comptent pas pour des {#2}jumeaux{#0}.\nCelui qui est devant est le chef.,Diese Kerle zählen nicht als {#2}Zwillinge{#0}\nDer da vorn führt sie ja an.,Questi non contano come {#2}gemelli{#0}.\nQuello davanti è diverso.,Esos no cuentan como {#2}gemelos{#0}.\nEl de delante está al mando.
KG_C_GMN_014,王様,ア、{^6}フーミン。,"Oh,{^6} Foomin.","Oh,{^6} Foomin.","Oh, {^6}Foomin.","Oh,{^6} Foomin.","Oh,{^6} Foomin."
KG_C_GMN_015,王様,スゴイカタチダネ、\nソノアタマ。,"That head of yours,\nthe shape is a bit much.","Votre tête,\nsa forme est un peu étrange.",Dein Kopf ...\nAlso die Form ist zu viel des Guten.,La tua testa...\nha una forma strana.,El tamaño de tu cabeza\nes una sobrada.
KG_C_GMN_016,王様,気持チワルイ。,How disturbing.,C'est troublant.,Wie merkwürdig.,Decisamente inquietante.,Inquietante.
KG_C_GMN_017,王様,マア、{^6}クロダワ。,"Oh,{^6} there's Kuro.","Oh,{^6}voilà Kuro.","Ah, {^6}da ist Kuro.","Oh,{^6} c'è Kuro.","Anda,{^6} ahí está Kuro."
KG_C_GMN_018,王様,ナンカヒーロー気味ダヨネ。,Styling yourself as a superhero?,Vous voulez ressembler à un superhéros ?,Verkleidest du dich als Superheld?,Ti credi un supereroe?,¿Vas de superhéroe por la vida?
KG_C_GMN_019,王様,気持チワルイ。,How disturbing.,C'est troublant.,Wie merkwürdig.,Davvero inquietante.,Inquietante.
KG_C_GMN_020,王様,「ナガグツ」フタゴネ。,"Twin boots, We see.","Des bottes jumelles, en effet.","Zwillingsstiefel, verstehe.",Due stivali gemelli. Giusto.,Vemos botas de gemelos.
KG_C_GMN_021,王様,「ネコ」フタゴダ。,Twin cats.,Des chats jumeaux.,Zwillingskatzen.,Gatti gemelli.,Gatos gemelos.
KG_C_GMN_022,王様,ソレハ４ツ子ダカラ。,Those are quadruplets.,Ce sont des quadruplés.,Das sind Vierlinge.,Sono quattro gemelli.,Son cuatrillizos.
KG_C_GMN_023,王様,ソレハ３ツ子ダッテ。,"Hello, they're triplets.","Hé ho, ce sont des triplés.","Huch, das sind Drillinge.","Ehi, tre gemelli.","Anda, son trillizos."
KG_C_GMN_024,王様,ソレハ５ツ子デショウ。,Quintuplets are not the same thing.,Les quintuplés ne sont pas la même chose.,Fünflinge sind nicht dasselbe.,Cinque gemelli sono anche troppi.,Los quintillizos ya son otra cosa.
KG_C_NRT_001,王様,ナゼカハシラナイケドーモ、,"Who knows why,","Je ne sais pas pourquoi,","Warum, weiß keiner,","Non so perché,","No sé por qué,"
KG_C_NRT_002,王様,{#7}１０ｍ {#1}ピッタシニツクッテヨ。\n{#7}１０ｍ {#1}ニチカイホド、,"but make it exactly{#7} 10m{#1}.\nThe closer it is to{#7} 10m{#1},","mais il faut que ça fasse exactement{#7} 10 m{#1}.\nPlus ça s'approche de{#7} 10 m{#1},","aber mach alle exakt {#7}10m{#1} groß.\nJe näher sie an der {#7}10m-Marke{#1} sind,","ma dev'essere esattamente di{#7} 10 m{#1}.\nPiù si avvicina a{#7} 10 m{#1},","pero intenta llegar a los{#7} 10 m{#1} exactos.\nCuanto más se acerque,"
KG_C_NRT_003,王様,ヒカリカガヤク{^6}\nホッキョク星ニナルカラ。,the brighter a North Star it will be.,plus l'Étoile polaire brillera.,desto heller wird der Polarstern strahlen.,più sarà una Stella polare luminosa.,más brillante será la Estrella Polar.
KG_C_NRT_004,王様,ココデ、{^4}注意ポイントガ１ツ２ツアル。,"But,{^4}there's a catch, or maybe two.","Mais, {^4}il y a un truc, ou peut-être deux.",{^4}Es gibt aber ein oder zwei Haken.,"Però{^4} c'è un però, o forse due.","Pero{^4} hay una pega, puede que dos."
KG_C_NRT_005,王様,塊ノゲンザイノオオキサガ\nワカラナイ。{^6}ダレニモワカラナイ。,"How big the katamari is to\nstart with,{^6} nobody knows.","Déjà, personne ne connait\nla taille{^6} du katamari.","{^6}Niemand kann sagen,\nwie groß der Katamari von Anfang an war.",Quanto sia grande il katamari\niniziale...{^6} nessuno lo sa.,"Para empezar, nadie sabe\ncómo de grande{^6} es un katamari."
KG_C_NRT_006,王様,ダカラ {#7}１０ｍ{#1} ヲ今カラ見セマス。,{#1}But We will show you what\n{#7} 10m {#1}looks like.,{#1}Mais nous allons vous montrer à quoi\n{#7} 10 m {#1}correspondent.,"{#1}Wir zeigen dir aber mal,\nwie ein {#7}10m großer{#1} Katamari aussieht.",{#1}Ma ti mostreremo quanto sono grandi\n{#7} 10 m {#1}.,{#1}Pero te mostraremos a qué\nequivalen{#7} 10 m{#1}.
KG_C_NRT_007,王様,３{^2}・{^2}２{^2}・{^2}１{^3},Ready? 3{^4}-{^4}2{^4}-{^4}1{^3},Prêt ? 3{^4}-{^4}2{^4}-{^4}1{^3},Bereit? 3{^4}-{^4}2{^4}-{^4}1{^3},Pronto? 3{^4}-{^4}2{^4}-{^4}1{^3},"¿Listo? 3{^4},{^4}2{^4},{^4}1{^3}..."
KG_C_NRT_008,王様,{#3}{$s}{#1},{#3}{$s}{#1},{#3}{$s}{#1},{#3}{$s}{#1},{#3}{$s}{#1},{#3}{$s}{#1}
KG_C_NRT_009,王様,トッテモ{^4}ワカリヤスイ。,Very{^4} very simple.,C'est très{^4} très facile.,Wirklich {^4}ganz einfach.,"Molto{^4}, molto semplice.",Es{^4} muy sencillo.
KG_C_NRT_010,王様,コノクライカナ、ト思ッタラ\n「{#7}{0}{#1}」デ王様ヲヨビナサイ。,"When you think your katamari is{#7} 10m{#1},\nsummon Us with the {#7}{0}{#1}.","Quand vous pensez que votre katamari fait{#7} 10 m{#1},\ninvoquez-Nous avec le {#7}{0}{#1}.","Wenn du denkst, dein Katamari hat die {#7}10m{#1} erreicht,\nrufe uns mit ""{#7}{0}{#1}"".","Quando pensi che il tuo katamari sia di{#7} 10 m{#1},\nevocaci premendo il {#7}{0}{#1}.","Cuando creas que el katamari mide{#7} 10 m{#1},\ninvócanos con el {#7}{0}{#1}."
KG_C_NRT_011,王様,キタイシテルゾ、ヒトミシリ王子ヨ・・・,"Much is expected of you, \nPrince of Diffidence.","Nous attendons beaucoup de vous, \nPrince du manque d'assurance.","Von dir wird viel erwartet,\nPrinz der Schüchternheit.","Ci aspettiamo molto da te, \nPrincipe della diffidenza.","Esperamos mucho de ti,\nPríncipe de la timidez."
KG_C_NRT_012,王様,・・・・・ドウカナア？{^4}\n・・・ドウナノカナア？,We are not certain...{^4}\nWe are not at all sure...,Nous ne sommes pas certains...{^4}\nNous ne sommes pas sûrs du tout...,Wir sind uns nicht sicher.{^4}\nGanz und gar nicht sicher ...,Non siamo certi...{^4}\nNon siamo sicuri...,No estamos seguros...{^4}\nNo lo tenemos del todo claro...
KG_C_NRT_013,王様,ア、{^6}フジオ！,"Oh,{^6} Fujio!","Oh,{^6} Fujio !","Oh, {^6}Fujio.","Oh,{^6} Fujio!","¡Oh,{^6} Fujio!"
KG_C_NRT_014,王様,アタマノサキカラ\nヨウガンタレテルヨ！,You have lava dripping from\nthe top of your head.,Vous avez de la lave qui coule\ndu haut de votre tête.,Dir tropft Lava von\nder Stirn.,Hai della lava che ti cola\ndalla testa.,Sale lava de lo alto\nde tu cabeza.
KG_C_NRT_015,王様,気持チワルーイ。,How disturbing.,C'est troublant.,Wie merkwürdig.,Piuttosto inquietante.,Inquietante.
KG_C_NRT_016,王様,全然チイサイダロ！\nコノ、{^3}ダメダメ王子！,"Way too small!\nPrince of All Incompetence, \n{^4}that's what you are!","C'est beaucoup trop petit !\nPrince de l'incompétence, \n{^4}ça vous décrit bien !","Viel zu klein.\nDer Prinz der allgegenwärtigen Unfähigkeit,\n{^4}genau das bist du!","È troppo piccolo!\nIl Principe degli incompetenti, \n{^4}ecco cosa sei!","¡Demasiado pequeño!\nEl Príncipe de la incompetencia,\n{^4}¡eso es lo que eres!"
KG_C_NRT_017,王様,マダマダ全然チイサイデショー？\nデナオシテキナサーイ！,"Way, way too small, yes?\nGo away and start over!","C'est beaucoup, beaucoup trop petit !\nRepartez et recommencez !","Viel, viel zu klein.\nLos, verschwinde und fang von vorn an!","È davvero troppo piccolo, no?\nRicomincia!","Es demasiado pequeño, ¿vale?\n¡Hale, a empezar de cero!"
KG_C_NRT_018,王様,塊全然スッカラカンジャナイ！\nウソツキ王子！{^4}モットオオキクシロ！,The katamari's almost not there!\nPrevaricating Prince!{^4} Make it bigger!,Le katamari est presque inexistant !\nPrince de la tergiversation !{^4} Faites-le plus grand !,"Wo ist denn der Katamari? Wir sehen ja gar nichts.\nPrinz der Ausflüchte, {^4}mach ihn größer!",Questo katamari è quasi invisibile!\nBugiardo d'un Principe.{^4} Fallo più grande!,"¡Casi ni se puede ver el katamari, Príncipe\nde la tergiversación!{^4} ¡Hazlo más grande!\n"
KG_C_NRT_019,王様,ドウデスカネー？\nドウナノカナー？,We wonder...\nWe do wonder...,On se demande...\nOn se demande vraiment...,"Wir fragen uns ...\nJa, wir fragen uns ernstlich ...",Ci chiediamo...\nCi domandiamo...,Estamos intrigados...\nLo estamos...
KG_C_PSC_001,王様,王子ヨ、イソゲ！,"Hurry, Prince!","Vite, Prince !","Beeilung, Prinz!","Presto, Principe!","¡Date prisa, Príncipe!"
KG_C_PSC_002,王様,星空モ{#4} フレッシュ {#0}ジャナイケド、\n王子ノ目モヤバイヤバイ！,"The sky is looking a little tired,\nmuch like your eyes!","Le ciel semble un peu fatigué,\ntout comme vos yeux !","Der Himmel sieht müde aus,\ngenau wie deine Augen.","Il cielo sembra piuttosto stanco,\ncome i tuoi occhi!","¡El cielo se está cansando un poco,\nal igual que tu vista!"
KG_C_PSC_003,王様,{#6}クサッタサカナノ目{#0} ヲシテル。,All cloudy like something you see\non last week's fish.,Ils sont aussi ternes que ceux d'un poisson\npêché il y a une semaine.,"Ganz bedeckt - wie Fisch,\nder letzte Woche gefangen wurde.","È tutto velato, come gli occhi\ndi un pesce poco fresco.","Está nublado, como los ojos\nde un pez que no está fresco."
KG_C_PSC_004,王様,チョット地球ニ\nナレテキタカラッテ,"Feeling a bit more at home on\nEarth and starting to get a little\n{#6}complacent{#0}, are we?","Vous commencez à vous sentir\ncomme chez vous sur Terre et à\ndevenir un peu {#6}suffisant{#0}, n'est-ce pas ?","Kann es sein, dass du dich etwas zu heimisch fühlst\nauf der Erde? Und dadurch etwas\n{#6}bequem{#0} wirst?","Ora che ti senti a casa sulla\nTerra inizi a essere troppo\n{#6}compiaciuto{#0}, sai?","Nos estamos sintiendo como en casa en\nla Tierra y empezamos a dormirnos\n{#6}un poco en los laureles{#0}, ¿no?"
KG_C_PSC_005,王様,{#6}タイマン{#0}ニナッテナイ？\n{#6}テング様{#0}ニナッテナイ？,Getting a {#6}swelled head{#0}?,Vous prenez {#6}la grosse tête{#0} ?,Dir {#6}schwillt doch nicht der Kopf an{#0}?,Ti stai {#6}montando la testa{#0}?,¿No se te está {#6}subiendo a la cabeza{#0}?
KG_C_PSC_006,王様,サイアクデス。,Terrible.,C'est effroyable.,Schrecklich.,Terribile.,Terrible.
KG_C_PSC_007,王様,トニカクイッパーイ巻キコンデ\nウオウオ塊ニスレバスルホド、,Get as many as you can and make \nas fishy a katamari as you can,Prenez-en le plus possible pour que\nle katamari en soit recouvert et pour,"Schnapp dir so viele, wie du kannst, und\nbastel daraus einen unglaublich fischigen Katamari.","Prendine più che puoi e crea\nun katamari più pescioso possibile,",Arrolla todos los peces que puedas\npara añadirlos a tu katamari.
KG_C_PSC_008,王様,夜空デハ美シイウオ座ニナルハズ。\n{#4}素敵フレッシュ{#0} ナ星空ニナルハズ。,for a beautiful Pisces.\nFor a {#4}super fab fresh{#0} sky.,faire une magnifique constellation des Poissons.\nPour un ciel {#4}vraiment frais{#0}.,Das werden wundervolle Fische\nin einem {#4}fabelhaft frischen{#0} Sternenhimmel.,degno di una costellazione dei Pesci\nin un cielo {#4}super mega favoloso{#0}.,"Así crearemos Piscis,\ny de paso, un cielo {#4}fresquísimo{#0}."
KG_C_PSC_009,王様,王子モショシンニモドッテ\nシンセンナ気持チデコロガセヨ。,We order you to look at rolling\nwith a fresh eye. Rediscover it!,Nous vous ordonnons de rouler avec\nun regard frais. Redécouvrez les choses !,"Wir befehlen dir, mit ausgeruhten,\nfrischen Augen zu rollen. Erkunde es erneut!",Ti ordiniamo di guardare dove rotoli con\nsguardo attento. Apri gli occhi!,Te ordenamos que ruedes con\nun enfoque más fresco. ¡Redescubre!
KG_C_PSC_010,王様,王様モショシンニモドッテ\n{#4}{$r}{$t}{#0}テイドハガマンシヨウ。,"We plan to rediscover waiting around,\nfor {#4}{$r}{$t}{#0}.",Nous prévoyons d'attendre\npendant {#4}{$r}{$t}{#0}.,Wir werden für {#4}{$r}{$t}{#0}\nwährend deiner Neuerkundung warten.,Proveremo a sforzarci di attendere\nper {#4}{$r}{$t}{#0}.,"Mientras redescubrimos, esperaremos\ndurante {#4}{$r}{$t}{#0}."
