englishName,monoNameIndex,pickupSize,volume,volumeRate,pickupVolumePenalty,pickupVolume,alpha,price,sort,targetCode,targetCount,parentCode,category,categoryForRank,size,isRare,semi,ride,scissor,shadow,unit,catchCountType,cowType,scream,anim,dummyHit,roll,noCrash,human,escape,matrixType,goldStar,voidMdl,wndDispPrio,diResultSnap,diThrough,thin,countStyle,creator,version
10th Step,128,940,0.02615217492,0.6999999881,0.6000000238,0.01569130558,1,0,9999,0,1,1467,48,48,4,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Scale,129,1486,0.08602937311,0.6999999881,0.5,0.04301468655,1,0,23,0,1,0,40,40,4,0,0,0,1,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dynamometer,130,248,0.000399829034,0.6999999881,0.5,0.000199914517,1,0,21,0,1,0,40,40,2,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Height Measure,131,1345,0.06379799545,0.6999999881,0.5,0.03189899772,1,0,22,0,1,0,40,40,4,0,0,0,1,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Canned Tuna,132,133,7.53E-05,1,0.6000000238,0.0000451700387,1,220,26,0,1,0,3,3,1,0,0,0,1,0,19,1,0,58880,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Weather Station,133,3626,1.997916579,0.6999999881,0.8000000119,1.598333287,1,0,26,0,1,0,40,40,12,0,0,0,1,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Red Oil Drum,134,1906,0.1451040655,2,0.400000006,0.05804162708,1,0,41,0,1,0,18,18,5,0,0,0,1,0,19,1,0,59648,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Green Oil Drum,135,1906,0.1451040655,2,0.400000006,0.05804162708,1,0,41,0,1,0,18,18,5,0,0,0,1,0,19,1,0,59648,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Blue Oil Drum,136,1906,0.1451040655,2,0.400000006,0.05804162708,1,0,41,0,1,0,18,18,5,0,0,0,1,0,19,1,0,59648,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dummy Hit 12,137,999000,0,1,0,0,1,0,9999,0,1,0,0,0,0,0,0,0,1,0,19,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
School Chair,138,1277,0.02731862664,0.6999999881,0.25,0.006829656661,1,5000,11,0,1,0,37,37,4,0,0,0,1,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
School Desk,139,1601,0.05372438952,0.6999999881,0.25,0.01343109738,1,8000,11,0,1,0,48,48,5,0,0,0,1,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Maple Leaf,140,72,1.58E-05,0.6999999881,0.8000000119,0.00001264434996,1,0,24,0,1,0,63,63,1,0,0,0,0,0,9,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
Pigeon,141,357,0.001192827825,0.6999999881,0.5,0.0005964139127,1,0,9999,0,1,0,0,79,0,0,0,0,1,0,5,0,0,63488,1,1,0,0,1,1,1,0,0,0,0,0,0,0,32,0
Ginkgo,142,65,1.17E-05,0.6999999881,0.8000000119,0.000009367140004,1,0,25,0,1,0,63,63,1,0,0,0,0,0,9,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
Bale of Rice,143,1110,0.05735880509,0.6999999881,0.8000000119,0.04588704476,1,6000,13,0,1,0,51,51,4,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Warning Sign,144,786,0.02035039663,0.6999999881,0.8000000119,0.01628031755,1,0,22,0,1,0,39,39,3,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sedan,145,6030,9.187349319,1,0.8000000119,7.349879565,1,0,11,0,1,0,66,66,6,0,0,1,1,0,4,1,0,20992,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hatchback,146,5799,8.170247078,1,0.8000000119,6.53619776,1,0,12,0,1,0,66,66,12,0,0,1,1,0,4,1,0,20992,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Van ',147,6836,13.38569927,1,0.8000000119,10.70855958,1,0,13,0,1,0,66,66,6,0,0,1,1,0,4,1,0,20992,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Compact,148,5403,6.608343601,1,0.8000000119,5.28667496,1,0,14,0,1,0,66,66,12,0,0,1,1,0,4,1,0,21248,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mini-Truck,149,5445,6.763153076,1,0.8000000119,5.410522542,1,0,15,0,1,0,67,67,12,0,0,1,1,0,4,1,0,21248,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minivan,150,5641,7.51928854,1,0.8000000119,6.015430922,1,0,15,0,1,0,66,66,12,0,0,1,1,0,4,1,0,21248,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiller,151,3698,2.119530916,1,0.8000000119,1.695624758,1,0,16,0,1,0,51,51,12,0,0,1,1,0,4,1,0,22528,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Combine Harvester,152,4710,4.379199505,1,0.8000000119,3.503359656,1,0,17,0,1,0,51,51,12,0,0,1,0,0,4,1,0,22528,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tractor,153,6145,9.724448204,1,0.8000000119,7.779558679,1,0,18,0,1,0,51,51,6,0,1,1,1,0,4,1,0,22528,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boathouse,154,26815,807.7348633,0.6999999881,0.8000000119,646.1879003,1,0,54,0,1,0,55,55,7,0,0,0,1,0,11,1,0,29696,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Takoyaki Hotplate,155,230,0.0003225372639,0.6999999881,0.5,0.0001612686319,1,0,60,0,1,0,7,7,2,0,0,0,0,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gourd,156,350,0.001610643812,1,0.6000000238,0.0009663863259,1,0,23,0,1,0,18,18,2,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Storage Shed,157,2939,1.064320683,0.6999999881,0.8000000119,0.8514565595,1,0,46,0,1,0,18,18,5,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sailboat Rental,158,13461,84.29880524,1.200000048,0.6600000262,55.63721367,1,0,48,0,1,0,55,55,7,0,0,0,0,0,11,1,0,33792,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Potbellied Stove,159,1542,0.1538563371,0.6999999881,0.8000000119,0.1230850715,1,0,15,0,1,0,35,35,5,1,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Daikon Radish,160,769,0.004767152015,0.5,0.200000003,0.0009534304172,1,80,21,0,1,0,1,1,3,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
New Driver Sign,161,140,0.0001161215841,0.6999999881,0.8000000119,0.0000928972687,1,0,11,0,1,0,53,53,1,0,0,0,0,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4-Leaf Clover Symbol,162,136,0.000106646381,0.6999999881,0.8000000119,0.00008531710609,1,0,12,0,1,0,53,53,1,1,0,0,0,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Water Tank,163,13483,211.734375,0.6999999881,0.8000000119,169.3875025,1,0,17,0,1,0,50,50,7,0,0,0,1,0,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fishing Pole,164,665,0.01232521888,0.6999999881,0.8000000119,0.00986017525,1,20000,45,0,1,0,16,16,3,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fishing Lure,165,75,1.80E-05,0.6999999881,0.8000000119,0.00001439574283,1,0,43,0,1,0,16,16,1,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Radio Tower,166,18247,439.7747498,1,0.8000000119,351.819805,1,0,45,0,1,0,22,22,7,0,0,0,1,0,15,1,0,52992,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Concrete Cover,167,601,0,1.950000048,0.4099999964,0,1,0,9999,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Iron Cover,168,599,0,10.74139977,0.07500000298,0,1,0,9999,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Steel Cover,169,575,0,0.8113999963,0.6000000238,0,1,0,9999,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Boat,170,2887,0.8189999461,0.6999999881,0.6499999762,0.5323499454,1,0,46,0,1,0,66,66,5,0,0,1,0,0,13,1,0,57856,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Propane Tank,171,1527,0.1493718177,0.6999999881,0.8000000119,0.1194974559,1,6500,15,0,1,0,50,50,5,0,0,0,1,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mortar,172,936,0.03441527113,0.6999999881,0.8000000119,0.02753221732,1,0,16,0,1,0,43,43,4,0,0,0,0,0,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pestle,173,852,0.01947877929,0.6999999881,0.6000000238,0.01168726804,1,0,17,0,1,0,43,43,4,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Binoculars,174,1852,0.2661119699,0.6999999881,0.8000000119,0.2128895791,1,0,40,0,1,0,22,22,5,0,0,0,1,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Duct,175,2933,1.057237029,0.6999999881,0.8000000119,0.8457896359,1,0,18,0,1,0,58,58,5,0,0,0,1,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Swan Boat,176,5263,6.109779358,0.6999999881,0.8000000119,4.887823559,1,0,48,0,1,0,66,66,12,0,0,0,1,0,5,1,0,57856,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red & White Pool Ring,177,890,0.01511928439,0.6999999881,0.8000000119,0.01209542769,1,500,11,0,1,0,30,30,4,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hanko,178,51,7.73E-06,0.6999999881,1.100000024,0.000008502014864,1,0,27,0,1,0,20,20,1,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Inkpad,179,54,8.54E-06,0.6999999881,1,0.000008537140275,1,0,28,0,1,0,20,20,1,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pay Phone,180,1450,0.1038347706,0.8000000119,0.6499999762,0.06749259843,1,98000,15,0,1,0,28,28,4,0,1,0,1,0,4,1,0,53248,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Waste Basket,181,1302,0.09255956113,0.6999999881,0.8000000119,0.07404765001,1,7500,34,0,1,0,8,8,4,0,0,0,1,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Recycling Bin,182,1351,0.1033632383,0.6999999881,0.8000000119,0.08269059185,1,0,35,0,1,0,8,8,4,0,0,0,1,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Metal Trash Can,183,1262,0.08431744576,0.6999999881,0.8000000119,0.06745395761,1,0,36,0,1,0,8,8,4,0,0,0,0,0,19,1,0,58368,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Trash Can,184,1262,0.08431743085,0.6999999881,0.8000000119,0.06745394569,1,200,37,0,1,0,8,8,4,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Daikon Radishes,185,638,0.01091500744,0.8999999762,0.8000000119,0.008732006084,1,230,21,160,3,0,1,1,3,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Chinese Cabbages,186,898,0.03040563129,0.6999999881,0.8000000119,0.02432450539,1,600,21,0,3,0,1,1,4,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Pier,187,16702,99.93145752,0.6999999881,0.8000000119,79.94516721,1,0,26,0,1,0,56,56,7,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bicycle,188,1888,0.282078445,0.2491700053,0.8000000119,0.2256627593,1,12000,21,0,1,0,66,66,5,0,0,0,1,0,4,1,0,46848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magazine Rack,189,1716,0.2119936049,0.6999999881,0.8000000119,0.1695948864,1,17000,36,0,1,0,10,10,5,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Umbrella,190,1353,0.0519329235,1,0.4000999928,0.02077836231,1,0,9999,0,1,0,0,21,0,0,0,0,0,0,6,0,0,46080,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Polka Dot Umbrella,191,1353,0.0519329682,1,0.4000999928,0.0207783802,1,0,9999,0,1,0,0,21,0,0,0,0,0,0,6,0,0,46080,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Parasol,192,1353,0.04452599958,1,0.4000999928,0.01781485211,1,0,9999,0,1,0,0,21,0,0,0,0,0,0,6,0,0,46080,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Vending Machine,193,2721,0.2772288024,0.6999999881,0.2599999905,0.07207948599,1,0,33,0,1,0,22,22,5,0,0,0,1,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Number Counter,194,120,7.37E-05,0.6999999881,0.8000000119,0.00005893816794,1,0,17,0,1,0,40,40,1,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Backpack,195,1010,0.04323877767,0.6999999881,0.8000000119,0.03459102265,1,0,18,0,1,0,25,25,4,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kerosene Tank,196,795,0.02106686123,0.6999999881,0.8000000119,0.01685348923,1,0,15,0,1,0,18,18,3,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Milk Box,197,635,0.01075075846,0.6999999881,0.8000000119,0.008600606897,1,0,27,0,1,0,18,18,3,0,0,0,0,0,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Windmill,198,20138,200.0607147,0.200000003,0.6000000238,120.0364336,1,0,27,0,1,0,50,50,7,0,0,0,1,0,15,1,0,38656,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Timber,199,2202,0.03438992426,1,0.6000000238,0.02063395537,1,0,24,0,1,0,29,29,5,0,0,0,1,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cabbage,200,742,0.01287172083,0.6999999881,0.6000000238,0.007723032804,1,250,21,0,1,0,1,1,3,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Barbershop,201,12110,55.80544281,0.6999999881,0.6000000238,33.48326702,1,0,42,0,1,0,55,55,7,0,0,0,0,0,11,1,0,28160,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Barn,202,11613,49.20400238,0.6999999881,0.6000000238,29.5224026,1,0,23,0,1,0,51,51,6,0,0,0,0,0,11,1,0,27648,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Green Pumpkin,203,507,0.005469392054,0.6999999881,0.8000000119,0.004375513708,1,500,21,0,1,0,1,1,3,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Pumpkin,204,574,0.007930222899,0.6999999881,0.8000000119,0.006344178414,1,500,21,0,1,0,1,1,3,0,0,0,1,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Plastic Greenhouse,205,13084,70.37014771,0.6999999881,0.6000000238,42.2220903,1,0,24,0,1,0,51,51,7,0,0,0,1,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Matsuri Stage,206,8949,22.52249718,0.6999999881,0.6000000238,13.51349884,1,0,35,0,1,0,44,44,6,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Matsuri Tent,207,8292,14.92804241,0.6999999881,0.5,7.464021206,1,0,34,0,1,0,44,44,6,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Matsuri Table,208,2702,0.8265169859,0.6999999881,0.8000000119,0.6612135986,1,5000,33,0,1,0,44,44,5,0,0,0,1,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bookstore,209,13323,0,0.6999999881,0.6000000238,0,1,0,9999,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Picnic Table,210,7533,13.43276787,0.6999999881,0.6000000238,8.059661041,1,0,21,0,1,0,56,56,6,0,0,0,1,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Blue Oni Mask,211,274,0.0009663564269,0.6000000238,0.5,0.0004831782135,1,0,21,0,1,0,46,46,2,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Green Oni Mask,212,274,0.0005415796186,0.6000000238,0.5,0.0002707898093,1,0,22,0,1,0,46,46,2,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pickle Tub,213,1089,0.05416657031,0.6999999881,0.8000000119,0.04333325689,1,8000,37,0,1,0,5,5,4,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Wheelbarrow,214,2264,0.4861858487,0.6999999881,0.8000000119,0.3889486848,1,0,26,0,1,0,65,65,5,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panda Mascot,215,917,0.03230548277,0.6999999881,0.8000000119,0.02584438661,1,0,31,0,1,0,75,75,4,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Garden Lantern,216,1266,0.0851200074,0.6999999881,0.8000000119,0.06809600693,1,50000,18,0,1,0,43,43,4,0,0,0,1,0,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hoe,217,961,0.02789012529,0.6999999881,0.6000000238,0.01673407584,1,3700,11,0,1,0,51,51,4,0,0,0,1,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Shovel,218,850,0.0114547275,2.246000051,0.3560000062,0.004077883061,1,3500,12,0,1,0,51,51,4,0,0,0,1,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Axe,219,452,0.002912052441,0.5,0.6000000238,0.001747231534,1,0,21,0,1,0,15,15,3,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Russian Doll (XL),220,2348,0.5427178741,0.6999999881,0.8000000119,0.4341743057,1,0,28,0,1,0,19,19,5,1,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Straw,221,1655,0.1901098788,0.6999999881,0.8000000119,0.1520879053,1,0,14,0,1,0,51,51,5,0,0,0,1,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Firewood,222,798,0.0213306807,0.6999999881,0.8000000119,0.01706454481,1,0,14,0,6,0,50,50,3,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Short Fence,223,2055,0.2456999719,5,0.1599999964,0.03931199463,1,0,27,0,1,0,57,57,5,0,1,0,1,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fence,224,3183,0.9125990272,5,0.1599999964,0.1460158411,1,0,28,0,1,0,57,57,12,0,1,0,1,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Handrail,225,3905,0.4992054701,5,0.1599999964,0.07987287343,1,0,32,0,1,0,57,57,12,0,0,0,1,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wooden Fence,226,2209,0.2258074135,2,0.400000006,0.09032296673,1,0,33,0,1,0,57,57,5,0,0,0,1,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Brick Wall,227,5469,0.6855678558,8,0.07999999821,0.05484542724,1,0,61,0,1,0,0,57,12,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Long Wooden Fence,228,2408,0.2927008569,1,0.400000006,0.1170803445,1,0,34,0,1,0,57,57,5,0,0,0,1,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wall,229,7811,1.996799707,8,0.07999999821,0.159743973,1,0,53,0,1,0,57,57,6,0,0,0,0,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pickaxe,230,726,0.01205033064,0.6999999881,0.6000000238,0.007230198671,1,0,22,0,1,0,15,15,3,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Barrier,231,4148,4.356821537,3.374370098,0.2370799929,1.032915219,1,0,26,0,1,0,39,39,12,0,0,0,1,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Strawberry Jam,232,150,0.0001150388998,0.6999999881,0.8000000119,0.00009203112123,1,150,23,0,1,0,7,7,1,0,0,0,1,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Garden Plant (M),233,2540,0.3435928524,0.6999999881,0.400000006,0.137437143,1,0,11,0,1,0,63,63,5,0,0,0,1,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Flower Bed,234,3381,1.619253635,0.6999999881,0.8000000119,1.295402928,1,0,86,0,1,0,27,27,12,0,0,0,1,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Squared Shrubbery,235,2243,0.2365392894,1,0.400000006,0.09461571715,1,0,15,0,1,0,26,26,5,0,0,0,1,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bundle,236,428,0.003292799694,0.6999999881,0.8000000119,0.002634239795,1,0,13,0,1,0,25,25,3,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sprout,237,521,0.002964478452,0.6999999881,0.400000006,0.001185791398,1,0,11,0,1,0,26,26,3,0,0,0,1,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mailbox,238,1444,0.1136520058,1.100000024,0.7200000286,0.08182944742,1,50000,11,0,1,0,24,24,4,0,0,0,1,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pansies,239,652,0.005806079134,0.6999999881,0.400000006,0.002322431688,1,2300,25,0,1,0,27,27,3,0,0,0,1,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"""No Parking"" Sign'",240,1339,0.05155900121,1,0.6000000238,0.03093540195,1,0,15,0,1,0,59,59,4,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lamp Post,241,2089,0.2867354751,0.6999999881,0.6000000238,0.1720412919,1,80000,33,0,1,0,34,34,5,0,0,0,1,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Prefab House,242,11569,48.64812469,0.6999999881,0.6000000238,29.18887598,1,0,22,0,1,0,56,56,6,0,0,0,0,0,11,1,0,27904,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Carport,243,8226,14.99364948,1,0.6000000238,8.996190047,1,0,23,0,1,0,56,56,6,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wooden Crate,244,978,0.02939999662,0.6999999881,0.6000000238,0.01763999867,1,0,21,0,1,0,25,25,4,0,0,0,1,0,16,1,0,59904,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Musical Instrument Store,245,12142,83.58443451,1,0.6000000238,50.1506627,1,0,43,0,1,0,55,55,7,0,1,0,0,0,11,1,0,28416,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Store Sign,246,1800,0.09378101677,1,0.6000000238,0.0562686123,1,0,21,0,1,0,61,61,5,0,0,0,1,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Stationary Store,247,11283,61.99478149,1,0.6000000238,37.19687037,1,0,27,0,1,0,55,55,6,0,0,0,0,0,11,1,0,28672,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Store Sign,248,1237,0.05968987197,1,0.6000000238,0.0358139246,1,0,22,0,1,0,61,61,4,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Phone Booth,249,3330,1.547180414,0.6999999881,0.8000000119,1.23774435,1,0,16,0,1,0,28,28,12,0,0,0,1,0,4,1,0,53248,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Apartment,250,15075,155.3513489,1,0.6000000238,93.21081303,1,0,66,0,1,0,54,54,7,0,0,0,0,0,11,1,0,30464,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Decorative Tree,251,4180,3.083616018,0.6999999881,0.8000000119,2.466892851,1,0,61,0,1,0,63,63,12,0,0,0,1,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Konishi Residence,252,13662,80.12820435,1,0.6000000238,48.07692452,1,0,18,0,1,0,54,54,7,0,0,0,0,0,11,1,0,27392,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Short Utility Pole,253,5396,4.936682701,1,0.6000000238,2.962009738,1,0,24,0,1,0,59,59,12,0,0,0,1,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Miyamoto Residence,254,13699,80.77677155,1,0.6000000238,48.46606485,1,0,18,0,1,0,54,54,7,0,0,0,0,0,11,1,0,27904,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tall Utility Pole,255,6411,8.278958321,1,0.6000000238,4.96737519,1,0,25,0,1,0,59,59,6,0,0,0,1,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Power Line,256,999000,0,1000,0,0,1,0,9999,0,1,0,0,50,0,0,0,0,1,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Power Line,257,18000,0,1000,0,0,1,0,9999,0,1,0,0,50,0,0,0,0,1,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dummy Hit 04,258,100259,0,30,0,0,1,0,9999,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
